호선,호선명,GINR,DOCK,BATCH,년BATCH,선종,선형,연번,선주,선급1,선급2,선급3,국적,시리즈 대표호선,시리즈번호,계약일자,W/C일자,K/L일자,F/T일자,L/C일자,D/L일자,도면완료일,제작블럭수,탑재블럭수,W/C실적일자,K/L실적일자,L/C실적일자,D/L실적일자,선주도면승인기간,선급도면승인기간,계약인도일,대일정계획시 주요공정체크,탑재네트워크확정REVNO,탑재네트워크확정일자,일정재생성가부,공수재생성가부,중일정공수조정가부,D/L여부,설계대표호선,설계 시리즈 번호,건조 방식(T:Tandem S:straight),"FWD일정 생성시 신종선 연속선에 따라 POR발행계획일이 MP 생성일 기준 2주, 3주(2:2주 3:3주)",mp생성일(호선의 mp등록일 중 가장 빠른 날짜을 넣어줌[2005/12/20추가됨]),,,,출항 예정일,Load Out 일자 (육상건조),,"호선 건조구분(H: HMD, V: HVS, 1:신조, 2:개조, 3:수리, 4:기술수출)","계약정보(Y:계약, N:미계약,C:취소,D:보류,O:옵션)",E/R ACCESS HOLE FT전 위치,E/R ACCESS HOLE FT후 위치,조기K/L,조기 K/L BLOCK,"HVS자재대수수료(0:1.07, 1:1)",FT전 도크내호선위치(E/W)-STRAIGHT는 여기만 값 유지,FT후 도크내호선위치(E/W),가상W/C
820006,22.6K LPG CARRIER,Y,1,69,17-2,LPG  ,22.6K,,GLOBAL UNITED,KR        ,,,SINGAPORE,820006,1 ,2015-07-15,2015-11-26,2017-03-13,,2017-05-19,2017-08-21,,0,0,2015-11-26,2017-03-13,2017-05-19,2017-08-21,0,0,2017-07-31,Y,RD,2017-06-21,Y,Y,Y,Y,820006,01,S,7,2015-08-12,300,2,20,2017-09-01,,N,H1,Y,S,,2015-12-16,D99C,,E,,2016-10-14
820106,38K LPG CARRIER,N,1,71,17-4,LPG  ,38K,,THENAMARIS,LR        ,,,MALTA,818806,3 ,2015-07-23,2015-11-13,2017-07-24,,2017-10-18,2018-01-31,,0,0,2015-11-13,2017-07-24,2017-10-18,2018-01-31,0,0,2018-01-31,Y,RI,2017-08-25,Y,Y,Y,Y,818806,03,S,7,2015-09-08,300,2,20,,,N,H1,Y,P,,2015-12-23,S13S,,W,,2017-02-24
820206,38K LPG CARRIER,N,3,108,17-5,LPG  ,38K,,THENAMARIS,LR        ,,,MALTA,818806,4 ,2015-07-23,2015-11-13,2017-09-18,,2017-12-01,2018-02-28,,0,0,2015-11-13,2017-09-18,2017-12-01,2018-02-28,0,0,2018-02-28,Y,RJ,2017-10-30,Y,Y,Y,Y,818806,04,S,7,2015-09-08,300,2,20,,,N,H1,Y,P,,2015-12-24,S14S,,W,,2017-04-12
820506,28K RO-RO,Y,4,74,17-1,RORO ,28K,,CLdN,DNV       ,,,MALTA,820506,1 ,2015-08-31,2016-07-20,2016-12-19,,2017-04-07,2017-09-08,,0,0,2016-07-20,2016-12-19,2017-04-07,2017-09-08,0,0,2017-09-30,Y,RN,2017-06-01,Y,Y,Y,Y,820506,01,S,7,2015-09-15,300,2,20,,,N,H1,Y,S,,,,,E,,2016-07-20
820606,28K RO-RO,N,4,75,17-2,RORO ,28K,,CLdN,DNV       ,,,MALTA,820506,2 ,2015-08-31,2016-11-04,2017-04-10,,2017-08-17,2018-01-05,,0,0,2016-11-04,2017-04-10,2017-08-17,2018-01-05,0,0,2017-12-31,Y,RQ,2017-06-26,Y,Y,Y,Y,820506,02,S,7,2015-09-15,300,2,20,,,N,H1,Y,S,,,,,E,,2016-11-04
820906,12K ETHYLENE CARRIER,N,2,96,17-5,LEG  ,12K,,ELETSON,LR        ,,,SINGAPORE,816306,8 ,2015-08-28,2015-11-13,2017-08-28,,2017-11-10,2018-07-26,,0,0,2015-11-13,2017-08-28,2017-11-10,2018-07-26,0,0,2018-07-26,Y,RI,2017-09-29,Y,Y,Y,Y,821306,03,S,7,2015-09-08,300,2,20,2018-07-26,,N,H1,Y,P,,2015-12-04,Z99C,,E,,2017-03-21
821006,12K ETHYLENE CARRIER,N,2,97,18-1,LEG  ,12K,,ELETSON,LR        ,,,LIBERIA,816306,9 ,2015-08-28,2015-11-13,2017-11-13,,2018-01-19,2018-06-28,,0,0,2015-11-13,2017-11-14,2018-01-19,2018-06-28,0,0,2018-06-28,Y,RE,2017-12-08,Y,Y,Y,Y,821306,04,S,7,2015-09-08,300,2,20,2018-06-28,,N,H1,Y,P,,2015-12-04,Z99C,,E,,2017-06-16
821306,12K ETHYLENE CARRIER,Y,3,106,17-1,LEG  ,12K,,ELETSON,LR        ,,,LIBERIA,816306,6 ,2015-08-28,2016-11-10,2017-04-24,,2017-06-30,2018-05-10,,0,0,2015-11-13,2017-04-24,2017-06-30,2018-06-28,0,0,2018-01-30,Y,R8,2017-07-27,Y,Y,Y,Y,821306,01,S,7,2015-09-08,300,2,20,2018-06-28,,N,H1,Y,P,,2015-12-04,Z99C,,W,,2016-11-10
821321,12K ETHYLENE CARRIER,N,3,106,,LEG  ,12K,,ELETSON,LR        ,,,GREECE,816306,,2015-08-28,2015-11-13,2017-04-24,,2017-06-30,2018-02-27,,,,2015-11-13,2017-04-24,2017-06-30,,,,2018-02-05,,,,,,,N,,,S,,,0,0,0,,,,H2,Y,,,2015-12-04,,,W,,
821406,12K ETHYLENE CARRIER,N,1,70,17-3,LEG  ,12K,,ELETSON,LR        ,,,LIBERIA,816306,7 ,2015-11-30,2015-11-30,2017-05-22,,2017-07-21,2018-05-21,,0,0,2015-11-30,2017-05-22,2017-07-21,2018-05-31,0,0,2018-02-28,Y,RB,2017-07-26,Y,Y,Y,Y,821306,02,S,7,2015-09-08,300,2,20,2018-05-31,,N,H1,Y,P,,2015-12-04,Z99C,,E,,2016-12-21
821606,38K LPG CARRIER,Y,3,107,17-4,LPG  ,38K,,EVALEND,LR        ,,,MALTA,821606,1 ,2015-08-27,2015-11-19,2017-07-03,,2017-09-15,2018-01-31,,0,0,2015-11-19,2017-07-03,2017-09-15,2018-01-31,0,0,2018-01-31,Y,RJ,2017-07-20,Y,Y,Y,Y,821606,01,S,7,2015-09-08,300,2,20,2018-02-03,,N,H1,Y,S,,2015-12-04,Z99C,,E,,2017-01-25
821706,38K LPG CARRIER,N,2,96,17-5,LPG  ,38K,,EVALEND,LR        ,,,MALTA,821606,2 ,2015-08-27,2015-11-19,2017-08-28,,2017-11-10,2018-02-28,,0,0,2015-11-19,2017-08-28,2017-11-10,2018-02-28,0,0,2018-02-28,Y,RI,2017-09-29,Y,Y,Y,Y,821606,02,S,7,2015-09-08,300,2,20,2018-03-03,,N,H1,Y,S,,2015-12-04,Z99C,,E,,2017-03-22
821806,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",Y,3,113,18-5,CT   ,50K,,CENTRAL MARE,DNVGL     ,KR        ,,MARSHALL ISLAND,821806,1 ,2017-10-31,2015-12-28,2018-08-27,,2018-10-26,2019-01-21,,0,0,2015-12-28,2018-08-27,2018-10-26,2019-01-30,0,0,2019-01-31,Y,RJ,2018-08-27,Y,Y,Y,Y,821806,01,S,7,2017-11-02,300,2,20,2019-01-30,,N,H1,Y,P,,2015-12-31,,,W,,2018-04-12
821906,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",Y,2,99,18-3,CT   ,50K,,UNION MARITIME,LR        ,KR        ,,LIBERIA,262906,3 ,2017-07-07,2015-12-28,2018-03-19,,2018-05-16,2018-08-20,,0,0,2015-12-28,2018-03-19,2018-05-16,2018-08-20,0,0,2018-09-30,Y,R9,2018-04-13,Y,Y,Y,Y,262906,03,S,7,2017-06-01,300,2,20,,,N,H1,Y,P,,2015-12-31,,,W,,2017-11-16
822006,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",Y,1,74,18-2,CT   ,50K,,TIME SHIPPING,KR        ,,,MARSHALL ISLAND,263106,7 ,2015-09-04,2015-11-16,2018-03-05,,2018-05-18,2018-10-31,,0,0,2015-11-16,2018-03-05,2018-05-18,2018-10-31,0,0,2018-10-31,Y,RB,2018-04-19,Y,Y,Y,Y,263106,07,S,7,2017-05-16,300,2,20,,,N,H1,Y,P,,2015-12-08,Z99C,,W,,2017-10-23
822106,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",N,3,114,18-6,CT   ,50K,,TIME SHIPPING,KR        ,,,MARSHALL ISLAND,263106,8 ,2015-09-04,2018-05-29,2018-10-29,,2018-12-21,2019-03-19,,0,0,2015-11-16,2018-10-29,2018-12-21,2019-04-01,0,0,2019-03-31,Y,RJ,2019-02-12,Y,Y,Y,Y,263106,08,S,7,2017-05-16,300,2,20,,,N,H1,Y,S,,2015-12-08,Z99C,,E,,2018-05-29
822206,7500UNIT PCTC,N,4,93,23-2,PCTC ,7500UNIT,,TIME SHIPPING,KR        ,,,MARSHALL ISLAND,822006,1 ,2015-09-04,2022-11-04,2023-04-03,,2023-07-14,2023-10-27,,0,0,2015-11-16,,,,0,0,2020-10-30,Y,R4,2018-08-27,Y,Y,Y,N,822206,01,S,7,2015-09-15,290,1.75,20,,,N,H1,Y,S,,2015-12-08,Z99C,,W,,2022-11-04
822306,7500UNIT PCTC,N,4,94,23-3,PCTC ,7500UNIT,,TIME SHIPPING,KR        ,,,MARSHALL ISLAND,822006,2 ,2015-09-04,2023-02-17,2023-07-17,,2023-11-24,2024-02-26,,0,0,2015-11-16,,,,0,0,2021-02-26,Y,R5,2018-11-29,Y,Y,Y,N,822206,02,S,7,2015-09-15,290,1.75,20,,,N,H1,Y,S,,2015-12-08,Z99C,,W,,2023-02-17
822406,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",N,3,111,18-3,CT   ,50K,,UNION MARITIME,LR        ,KR        ,,LIBERIA,262906,4 ,2017-07-07,2015-11-16,2018-04-16,,2018-06-15,2018-09-10,,0,0,2015-11-16,2018-04-16,2018-06-15,2018-09-10,0,0,2018-09-30,Y,RC,2018-04-23,Y,Y,Y,Y,262906,04,S,7,2017-06-01,300,2,20,,,N,H1,Y,P,,2015-12-08,Z99C,,W,,2017-11-30
822506,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",N,1,75,18-3,CT   ,50K,,UNION MARITIME,KR        ,LR        ,,LIBERIA,262906,5 ,2017-07-07,2015-11-16,2018-05-21,,2018-07-13,2018-10-19,,0,0,2015-11-16,2018-05-23,2018-07-13,2018-10-19,0,0,2018-12-31,Y,RL,2018-06-05,Y,Y,Y,Y,262906,05,S,7,2015-10-23,300,2,20,2018-10-19,,N,H1,Y,P,,2015-12-08,Z99C,,W,,2017-12-20
822606,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",N,2,101,18-5,CT   ,50K,,UNION MARITIME,KR        ,LR        ,,LIBERIA,262906,6 ,2017-07-07,2015-11-17,2018-07-23,,2018-10-08,2019-01-08,,0,0,2015-11-17,2018-07-23,2018-10-08,2019-01-08,0,0,2019-01-31,Y,RG,2018-07-27,Y,Y,Y,Y,262906,06,S,7,2017-07-10,300,2,20,,,N,H1,Y,P,,2015-12-08,Z99C,,E,,2018-01-05
822706,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",Y,2,101,18-5,CT   ,50K,01,MOL,NK        ,KR        ,,SINGAPORE,822706,1 ,2017-06-09,2015-11-17,2018-07-23,,2018-10-08,2019-01-04,,0,0,2015-11-17,2018-07-23,2018-10-08,2019-01-04,0,0,2018-12-31,Y,RF,2018-07-24,Y,Y,Y,Y,822706,01,S,7,2017-06-19,300,2,20,2019-01-30,,N,H1,Y,P,,2015-12-08,Z99C,,W,,2018-03-23
822806,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",Y,2,103,19-1,CT   ,50K,,CHIOS NAVIGATION,LR        ,,,LIBERIA,822806,1 ,2017-12-15,2018-07-03,2018-12-10,,2019-02-15,2019-04-24,,0,0,2015-11-17,2018-12-10,2019-02-15,2019-04-24,0,0,2019-04-30,Y,RL,2019-01-25,Y,Y,Y,Y,822806,01,S,7,2017-11-24,300,2,20,,,N,H1,Y,S,,2015-12-08,Z99C,,E,,2018-07-03
822906,"50,000 DWT CLASS PRODUCT/CHEMICAL TANKER",Y,3,120,20-1,CT   ,50K,,TIME SHIPPING,ABS       ,,,MARSHALL ISLAND,263106,9 ,2015-09-04,2019-07-11,2019-12-09,,2020-02-14,2020-05-11,,0,0,2015-11-17,,,,0,0,2020-05-31,Y,R7,2019-06-05,Y,Y,Y,N,263106,09,S,7,2018-10-04,290,1.75,20,,,N,H1,Y,S,,2015-12-08,Z99C,,E,,2019-07-11
823206,30K LNG CARRIER,Y,1,86,20-3,LNG  ,30K,,KNUTSEN,DNVGL     ,,,N.I.S,823206,1 ,2018-12-05,2019-12-06,2020-05-11,,2020-07-17,2020-12-16,,,,,,,,,,2021-01-04,,R4,2019-05-31,,,,N,823206,01,S,,2018-12-06,0,0,0,,,,H1,Y,S,,,,,E,,2019-12-06
823406,38K LPG CARRIER,Y,3,105,17-2,LPG  ,38K,,NAVIGATORGAS,ABS       ,,,LIBERIA,823406,1 ,2015-11-11,2015-11-25,2017-02-06,,2017-04-21,2017-07-20,,0,0,2015-11-25,2017-02-06,2017-04-21,2017-07-20,0,0,2017-08-31,Y,RB,2017-06-21,Y,Y,Y,Y,823406,01,S,7,2015-11-16,300,2,20,,,N,H1,Y,P,,2015-12-14,Z99C,,W,,2016-09-05
823706,38K LPG CARRIER,N,3,106,,LPG  ,38K,,TEST,,,,TEST,823706,1 ,2016-05-01,2022-11-25,2022-04-10,,2022-06-09,2022-09-01,,0,0,,,,,0,0,2022-09-30,Y,,,Y,Y,Y,N,,,S,7,,290,1.75,20,,,N,H1,C,,,2015-12-22,,,,,2022-01-11
823806,38K LPG CARRIER,N,3,107,,LPG  ,38K,,TEST,,,,TEST,823706,2 ,2016-05-27,2022-11-25,2022-06-12,,2022-08-18,2022-11-13,,0,0,,,,,0,0,2022-11-30,Y,,,Y,Y,Y,N,,,S,7,,290,1.75,20,,,N,H1,C,,,2015-12-22,,,,,2022-01-11
823906,38K LPG CARRIER,N,3,108,,LPG  ,38K,,TEST,,,,TEST,823706,3 ,2016-05-01,2022-11-26,2022-08-21,,2022-10-27,2022-01-17,,0,0,,,,,0,0,2022-02-28,Y,,,Y,Y,Y,N,,,S,7,,290,1.75,20,,,N,H1,C,,,2015-12-22,,,,,2022-02-11
824006,28K RO-RO,N,4,80,,RORO ,28K,,CLdN,DNV       ,,,MALTA,820506,5 ,2017-07-08,2022-05-29,2022-11-05,,2022-02-28,2022-06-28,,0,0,,,,,0,0,2022-06-30,Y,,,Y,Y,Y,N,,,S,7,,290,1.75,20,,,N,H1,C,,,,,,,,2022-05-29
824106,38K LPG CARRIER,Y,2,100,18-4,LPG  ,38K,,WESTERN ENERGY,LR        ,,,LIBERIA,824106,1 ,2015-10-01,2015-11-24,2018-05-18,,2018-07-20,2018-10-18,,0,0,2015-11-24,2018-05-18,2018-07-20,2018-10-18,0,0,2018-09-30,Y,RK,2018-06-29,Y,Y,Y,Y,824106,01,S,7,2015-10-20,300,2,20,,,N,H1,Y,P,,2015-12-17,Z99C,,W,,2017-12-07
824206,"50,000DWT CLASS PRODUCT/CHEMICAL TANKER",N,3,114,18-6,CT   ,50K,,CENTRAL MARE,DNVGL     ,LR        ,,MARSHALL ISLAND,821806,2 ,2018-01-09,2018-05-29,2018-10-29,,2018-12-21,2019-03-13,,,,2015-12-16,2018-10-29,2018-12-21,2019-03-13,,,2019-03-31,Y,RG,2018-11-05,Y,Y,Y,Y,821806,02,S,7,2016-02-29,300,2,20,,,,H1,Y,P,,2015-12-24,,,W,,2018-05-29
824306,"50,000 DWT CLASS PRODUCT/CHEMICAL TANKER",Y,1,77,18-5,CT   ,50K,,EMM,LR        ,,,MALTA,824306,1 ,2017-11-29,2015-12-16,2018-09-27,,2018-11-21,2019-01-31,,,,2015-12-16,2018-09-27,2018-11-21,2019-01-31,,,2019-01-31,Y,RF,2019-01-03,Y,Y,Y,Y,824306,01,S,7,2016-02-29,300,2,20,,,,H1,Y,P,,2015-12-24,,,W,,2018-05-08
824406,"50,000 DWT CLASS PRODUCT/CHEMICAL TANKER",N,2,102,18-6,CT   ,50K,,EMM,LR        ,,,MALTA,824306,2 ,2017-11-29,2018-05-09,2018-10-10,,2018-12-07,2019-02-27,,,,2015-12-16,2018-10-10,2018-12-07,2019-02-27,,,2019-02-28,Y,RE,2019-01-03,Y,Y,Y,Y,824306,02,S,7,2016-03-03,300,2,20,,,,H1,Y,P,,2015-12-24,,,W,,2018-05-09
824506,"50,000 DWT CLASS PRODUCT/CHEMICAL TANKER",N,1,78,19-1,CT   ,50K,,EMM,LR        ,,,MALTA,824306,3 ,2017-11-29,2018-06-27,2018-11-23,,2019-01-25,2019-04-15,,,,2015-12-16,2018-11-23,2019-01-25,2019-04-15,,,2019-04-30,Y,RC,2018-11-26,Y,Y,Y,Y,824306,03,S,7,2016-03-03,300,2,20,,,,H1,Y,S,,2015-12-24,,,E,,2018-06-27
824906,31K GT RO-PAX,Y,4,76,18-1,FERRY,31K,,위동항운,KR        ,,,PANAMA,824906,1 ,2016-07-22,2017-07-26,2017-12-18,,2018-04-27,2018-09-10,,0,0,2017-07-26,2017-12-18,2018-04-25,2018-09-10,0,0,2018-09-30,Y,RK,2018-01-29,Y,Y,Y,Y,824906,01,S,7,2016-07-26,300,2,20,,,N,H1,Y,S,,,,,E,,2017-07-26
825006,7.5K LNG BUNKERING VESSEL,Y,1,74,18-2,LNG  ,7.5K,,B.SCHULTE,LR        ,,,CYPRUS,825006,1 ,2016-11-30,2017-11-01,2018-02-26,,2018-05-18,2018-09-20,,0,0,2017-11-01,2018-02-26,2018-05-18,2018-10-16,0,0,2018-09-20,Y,RN,2018-04-23,Y,Y,Y,Y,825006,01,S,7,2016-12-02,300,2,20,2018-10-17,,N,H1,Y,P,,,,,E,,2017-11-01
825106,7.5K LNG BUNKERING VESSEL,N,1,78,,LNG  ,7.5K,,B.SCHULTE,LR        ,,,,825006,2 ,2017-03-19,2018-07-03,2018-12-10,,2019-02-15,2019-06-20,,0,0,,,,,0,0,2019-03-31,Y,R7,2017-06-30,Y,Y,Y,N,825106,01,S,7,,0,0,0,,,N,H1,C,,,,,,,,2018-07-03
825206,20K RO-RO,Y,4,77,18-2,RORO ,20K,,CLdN,DNVGL     ,,,MALTA,825206,1 ,2017-02-03,2017-12-01,2018-04-30,,2018-08-31,2019-01-04,,0,0,2017-12-01,2018-04-27,2018-08-31,2019-01-11,0,0,2019-01-31,Y,RN,2018-07-17,Y,Y,Y,Y,825206,01,S,7,2017-02-13,300,2,20,2019-01-30,,N,H1,Y,S,,,,,E,,2017-12-01
825221,20K RO-RO,N,4,77,,RORO ,20K,,CLdN,DNVGL     ,,,MALTA,825206,1 ,2017-02-03,2017-12-01,2018-04-30,,2018-08-31,2019-01-04,,,,2017-12-01,2018-04-27,,,,,2019-01-31,,,,,,,N,825206,,S,,,0,0,0,,,,H3,Y,,,,,,E,,
825306,20K RO-RO,N,4,78,18-3,RORO ,20K,,CLdN,DNVGL     ,,,MALTA,825206,2 ,2017-02-03,2018-03-28,2018-09-03,,2018-12-14,2019-04-17,,0,0,2018-03-28,2018-09-03,2018-12-14,2019-04-19,0,0,2019-04-30,Y,RM,2018-11-08,Y,Y,Y,Y,825206,02,S,7,2017-02-14,300,2,20,,,N,H1,Y,S,,,,,E,,2018-03-28
825406,20K RO-RO,N,4,79,19-1,RORO ,20K,,CLdN,DNVGL     ,,,MALTA,825206,3 ,2017-05-26,2018-06-22,2018-12-17,,2019-04-12,2019-07-23,,0,0,2018-06-22,2018-12-17,2019-04-12,,0,0,2019-08-31,Y,RQ,2019-01-31,Y,Y,Y,N,825206,03,S,7,2017-05-31,300,2,20,,,N,H1,Y,S,,,,,E,,2018-06-22
825506,20K RO-RO,N,4,79,19-1,RORO ,20K,,CLdN,DNVGL     ,,,MALTA,825206,4 ,2017-05-26,2018-06-22,2018-12-17,,2019-04-12,2019-08-21,,0,0,2018-06-22,2018-12-17,2019-04-12,,0,0,2019-12-31,Y,RP,2019-02-28,Y,Y,Y,N,825206,04,S,7,2017-05-31,300,2,20,,,N,H1,Y,S,,,,,W,,2018-06-22
825606,20K RO-RO,N,4,81,22-1,RORO ,20K,,CLdN,DNV       ,,,,,5 ,2022-12-31,2022-12-31,2022-12-31,,2022-12-31,2022-12-31,,0,0,,,,,0,0,2022-12-31,Y,,,Y,Y,Y,N,,,S,7,,0,0,0,,,N,H1,N,,,,,,E,,2022-12-31
825706,20K RO-RO,N,4,82,22-2,RORO ,20K,,CLdN,DNV       ,,,,,6 ,2022-12-31,2022-12-31,2022-12-31,,2022-12-31,2022-12-31,,0,0,,,,,0,0,2022-12-31,Y,,,Y,Y,Y,N,,,S,7,,0,0,0,,,N,H1,N,,,,,,E,,2022-12-31
825806,21K ETHYLENE CARRIER,Y,1,76,18-4,LEG  ,21K,,SOLVANG,DNVGL     ,,,NORWAY,825806,1 ,2017-03-24,2018-02-13,2018-07-16,,2018-09-21,2019-01-31,,0,0,2018-02-13,2018-07-16,2018-09-21,2019-01-31,0,0,2019-01-31,Y,RF,2018-07-27,Y,Y,Y,Y,825806,01,S,7,2017-04-03,300,2,20,,,N,H1,Y,P,,,,,W,,2018-02-13
825906,21K ETHYLENE CARRIER,N,2,102,18-6,LEG  ,21K,,SOLVANG,DNVGL     ,,,NORWAY,825806,2 ,2017-03-24,2018-04-30,2018-10-10,,2018-12-07,2019-04-30,,0,0,2018-04-30,2018-10-10,2018-12-07,2019-04-30,0,0,2019-04-30,Y,RJ,2018-10-02,Y,Y,Y,Y,825806,02,S,7,2017-04-03,300,2,20,,,N,H1,Y,S,,,,,E,,2018-04-30
826006,21K ETHYLENE CARRIER,N,1,78,19-1,LEG  ,21K,,SOLVANG,DNVGL     ,,,NORWAY,825806,3 ,2017-03-30,2018-06-27,2018-11-23,,2019-01-25,2019-05-29,,0,0,2018-06-27,2018-11-23,2019-01-25,2019-05-29,0,0,2019-06-28,Y,RJ,2019-01-03,Y,Y,Y,Y,825806,03,S,7,2017-04-03,300,2,20,,,N,H1,Y,P,,,,,W,,2018-06-27
826106,21K ETHYLENE CARRIER,N,1,80,19-3,LEG  ,21K,,SOLVANG,DNVGL     ,,,NORWAY,825806,4 ,2017-03-30,2018-10-31,2019-04-01,,2019-05-29,2019-09-18,,0,0,2018-10-31,2019-04-01,2019-05-29,,0,0,2019-09-30,Y,RM,2019-05-07,Y,Y,Y,N,825806,04,S,7,2017-04-03,300,2,20,,,N,H1,Y,S,,,,,E,,2018-10-31
826906,38K LPG CARRIER,Y,3,117,19-3,LPG  ,38K,,EASTERN PACIFIC,LR        ,,,LIBERIA,826906,1 ,2018-02-27,2018-11-23,2019-05-07,,2019-07-05,2019-10-10,,,,2018-11-23,2019-05-07,,,,,2019-10-31,,R7,2019-05-09,,,,N,826906,01,S,,2018-03-06,300,2,20,,,,H1,Y,P,,,,,W,,2018-11-23
827006,38K LPG CARRIER,N,3,118,19-4,LPG  ,38K,,EASTERN PACIFIC,LR        ,,,LIBERIA,826906,2 ,2018-02-27,2018-12-14,2019-07-08,,2019-09-27,2020-01-09,,,,2018-12-14,,,,,,2020-01-31,,RA,2019-05-30,,,,N,826906,02,S,,2018-03-06,0,0,0,,,,H1,Y,P,,,,,W,,2018-12-14
827306,23K LPG CARRIER,Y,2,107,19-5,LPG  ,23K,,TEMILE,LR        ,,,BERMUDA,827306,1 ,2018-05-24,2019-04-12,2019-09-09,,2019-11-15,2020-02-20,,,,2019-04-12,,,,,,2020-02-29,,RB,2019-05-31,,,,N,827306,01,S,,2018-06-08,0,0,0,,,,H1,Y,P,,,,,W,,2019-04-12
827406,23K LPG CARRIER,N,3,120,,LPG  ,23K,,TEMILE,LR        ,,,,827306,2 ,2018-05-24,2019-07-08,2019-12-16,,2020-02-21,2020-05-07,,,,,,,,,,2020-06-30,,,,,,,N,,,S,,,0,0,0,,,,H1,C,P,,,,,W,,2019-07-08
827506,170m CLASS CAR FERRY AND PASSENGER SHIP,Y,4,82,20-1,FERRY,170M,1 ,씨월드,KR        ,,,PANAMA,827506,1 ,2018-09-17,2019-07-01,2019-11-04,,2020-03-20,2020-09-01,,,,,,,,,,2020-09-14,,RA,2019-06-05,,,,N,827506,01,S,,2018-09-12,0,0,0,,,,H1,Y,S,,,,,E,,2019-07-01
888806,HMD VALVE STOCK,Y,1,111,13-7,CT   ,50K,1 ,,,,,KOREA,,1 ,,2013-02-21,2013-06-03,,2013-08-14,2014-01-10,,,,2013-01-16,2013-06-03,1900-01-00,,,,2014-01-10,Y,R0,2019-03-07,Y,Y,Y,N,888806,01,S,,,0,0,0,,,,H1,Y,P,,,,,E,,
888888,HMD,N,,,,,,,HMD,,,,KOREA,,,,2000-01-24,2000-01-24,,2000-01-24,2000-01-24,,,,,,,,,,2000-01-24,,,,,,,N,,,,,,0,0,0,,,,H3,Y,,,,,,,,
900021,84K LPG CARRIER,N,2,113,,LPG  ,84K,1 ,,,,,,,,2018-09-03,2018-07-23,2018-11-12,,2019-02-22,2019-04-22,,,,,,,,,,2019-04-30,,R0,2018-09-21,,,,N,,,,,,0,0,0,,,,H3,Y,,,,,,E,,
900121,84K LPG CARRIER,N,2,113,,LPG  ,84K,1 ,,,,,,,,2018-09-03,2018-07-23,2018-11-12,,2019-02-22,2019-04-22,,,,,,,,,,2019-04-30,,R0,2018-10-24,,,,N,,,,,,0,0,0,,,,H3,Y,,,,,,E,,
901221,84K LPG CARRIER,N,2,113,,LPG  ,84K,1 ,,,,,,,,2018-09-03,2018-07-23,2018-11-12,2018-12-28,2019-02-22,2019-04-22,,,,,,,,,,2019-04-30,,R2,2018-11-19,,,,N,,,,,,0,0,0,,,,H3,Y,,,,,,E,,
901321,84K LPG CARRIER,N,2,113,,LPG  ,84K,1 ,,,,,,,,2018-09-03,2018-08-13,2018-12-10,2019-02-01,2019-03-29,2019-05-24,,,,,,,,,,2019-04-30,,R1,2018-11-19,,,,N,,,,,,0,0,0,,,,H3,Y,,,,,,E,,
901421,84K LPG CARRIER,N,2,113,,LPG  ,84K,1 ,,,,,,,,2018-09-03,2018-08-27,2018-12-31,2019-02-22,2019-04-12,2019-06-21,,,,,,,,,,2019-06-21,,R1,2018-11-19,,,,N,,,,,,0,0,0,,,,H3,Y,,,,,,E,,
917806,38K LPG CARRIER TEST,N,3,101,,LPG  ,38K,,TEST,LR        ,,,LIBERIA,917806,1 ,2014-03-12,2019-01-08,2019-05-09,,2019-07-08,2019-10-21,,0,0,,,,,0,0,2019-09-30,Y,R0,2019-03-08,Y,Y,Y,N,917806,01,S,7,2015-03-05,300,2,20,,,Y,H1,D,,,2015-12-28,S13P,,,,2017-12-08
960106,M/V IRAN SATTARI,N,3,2,,MPC  ,22K MPC,1 ,IRISL,DNV       ,,,IRAN,960106,1 ,1996-12-26,1997-08-20,1997-11-01,,1998-02-26,1998-06-30,1996-11-30,124,67,1997-08-20,1997-11-20,1998-03-05,1998-06-12,0,0,1998-06-30,N,,,N,N,Y,Y,960106,,S,2,,290,1.75,20,1999-08-17,,N,H1,Y,,,,,,,,
960206,M/V IRAN HESABI,N,3,2,,MPC  ,22K MPC,2 ,IRISL,DNV       ,,,IRAN,960106,2 ,1996-12-26,1997-08-20,1997-11-01,,1998-02-26,1998-06-30,1996-11-30,124,67,1997-08-20,1997-11-20,1998-03-05,1998-07-15,0,0,1998-08-30,N,,,Y,Y,Y,Y,960106,,S,2,,290,1.75,20,1998-07-15,,N,H1,Y,,,,,,,,
